SMBL,Country,$$,Er Date,RSI,ATR,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #
ILMN,USA,87.53,2025-05-01,36.86,3.92,3.17,8.118,0.000,"2,671",35.20%,40.30%  (  -0.71%),18.70%,"41,334",5,4,4,60
PPL,USA,34.08,2025-05-07,45.28,0.60,2.97,3.567,0.000,193,18.85%,18.28%  (  +0.19%),43.76%,"42,846",8,5,5,70
BLDR,USA,130.85,2025-05-06,42.56,4.88,0.91,9.273,0.000,948,36.83%,42.37%  (  +0.55%),30.76%,"27,724",8,5,5,75
DOCN,USA,37.98,2025-05-09,47.40,1.93,4.48,15.654,0.000,786,63.12%,54.79%  (  +0.81%),39.05%,"49,144",5,4,4,75
LYV,USA,127.02,2025-05-01,44.52,4.70,1.27,7.562,0.000,"1,002",40.53%,34.99%  (  +0.53%),48.46%,"81,439",7,5,5,75
HTGC,USA,19.49,2025-05-01,49.71,0.42,6.84,5.074,0.000,435,28.30%,22.20%  (  +1.10%),43.16%,"24,582",9,4,4,80
CFLT,USA,26.89,2025-05-06,44.66,1.70,9.32,19.345,0.000,"2,803",93.42%,57.56%  (  +0.12%),39.21%,"189,692",6,4,4,78
LIN,Ireland,457.45,2025-05-01,49.50,7.52,6.55,3.898,0.000,446,14.56%,18.65%  (  +1.05%),43.60%,"34,279",7,4,5,85
PENN,USA,17.33,2025-05-01,40.64,0.88,0.40,10.162,0.000,"18,526",52.56%,57.26%  (  +4.75%),37.34%,"401,714",8,4,4,55
DKNG,USA,38.95,2025-05-01,45.49,2.23,7.21,10.383,0.000,"76,687",71.80%,43.67%  (  -0.27%),24.83%,"589,188",9,5,5,75
NET,USA,127.50,2025-05-01,48.29,6.97,26.35,12.765,0.000,"20,548",50.60%,48.24%  (  +0.82%),31.35%,"156,868",9,4,4,75
BILL,USA,50.30,2025-05-01,41.53,2.75,3.70,13.839,0.000,"3,952",49.95%,46.36%  (  -0.92%),17.24%,"94,513",7,4,4,78
FOUR,USA,86.69,2025-05-08,35.91,4.16,2.32,12.555,0.000,"7,273",67.09%,45.34%  (  +0.75%),22.55%,"28,124",9,4,4,90
SW,Ireland,45.57,2025-05-01,42.03,1.60,1.12,6.846,0.000,28,48.78%,35.86%  (  -1.03%),27.27%,"3,539",6,5,5,80
COLD,USA,21.49,2025-05-08,46.61,0.66,2.29,8.035,0.000,"3,609",33.67%,34.59%  (  -10.62%),37.82%,"1,665",4,4,4,60
BE,USA,23.11,2025-05-08,46.41,1.80,3.61,14.490,0.000,"10,422",66.68%,72.71%  (  +6.66%),47.76%,"306,947",5,4,4,80
ZTS,USA,161.30,2025-05-01,42.60,3.92,7.80,7.280,0.000,"1,239",31.11%,24.33%  (  +0.15%),17.24%,"37,533",8,5,5,90
FIVN,USA,30.72,2025-05-01,37.20,1.65,2.24,15.675,0.000,"11,138",48.18%,50.75%  (  +0.78%),23.87%,"24,531",8,5,5,82
TEAM,USA,236.22,2025-04-24,43.27,11.89,12.91,11.706,10.622,"1,593",59.01%,44.83%  (  -0.29%),39.33%,"67,417",8,4,4,75
SHAK,USA,95.39,2025-05-01,46.81,4.83,3.24,10.393,0.000,922,71.96%,42.80%  (  -2.56%),36.16%,"29,542",8,4,4,78
XYZ,USA,61.33,2025-05-01,41.81,2.93,1.58,4.904,0.000,"53,577",72.27%,43.30%  (  +0.03%),2.84%,"579,246",4,5,5,78
SWTX,USA,47.21,2025-05-01,43.26,2.70,18.47,15.403,0.000,"8,397",56.95%,132.42%  (  +1.64%),70.11%,"105,265",9,5,5,0
LXP,USA,8.76,2025-05-01,45.75,0.20,7.23,12.458,0.000,5,25.02%,51.37%  (  -19.02%),34.53%,465,7,4,4,80
AMRX,USA,8.53,2025-05-02,48.46,0.34,0.95,20.058,0.000,214,34.62%,78.46%  (  +13.55%),36.49%,"10,428",6,5,4,80
XPO,USA,111.02,2025-05-02,41.13,4.85,1.61,11.486,0.000,66,36.56%,47.21%  (  +1.22%),39.78%,"17,653",6,5,5,80
EVRG,USA,66.17,2025-05-08,45.77,1.18,2.61,3.415,0.000,370,15.45%,19.30%  (  -0.97%),35.97%,"5,264",10,5,5,80
FLR,USA,38.74,2025-05-02,49.10,1.51,0.40,9.717,0.000,"1,978",48.05%,44.65%  (  +0.35%),54.36%,"107,332",9,4,4,78
CNK,USA,25.60,2025-05-01,45.72,1.00,1.03,8.146,0.000,"1,568",51.28%,35.09%  (  -1.60%),13.50%,"86,397",9,5,4,75
PK,USA,11.36,2025-05-05,39.78,0.41,0.88,7.502,0.000,70,35.50%,59.92%  (  +14.59%),93.58%,"8,117",6,4,4,65
FLS,USA,52.44,2025-05-05,48.83,1.81,1.52,6.314,0.000,55,40.21%,31.82%  (  +1.72%),55.75%,"9,837",5,5,5,85
GPN,USA,98.91,2025-05-07,47.01,2.50,2.41,8.527,0.000,"1,578",30.47%,30.86%  (  +0.66%),28.62%,"61,581",8,4,4,75
MGM,USA,32.04,2025-05-07,44.86,1.23,0.53,6.554,0.000,"5,137",61.08%,38.84%  (  +3.64%),50.74%,"191,597",8,5,5,85
AMKR,USA,19.69,2025-05-05,39.54,0.75,0.77,11.075,0.000,317,36.26%,42.51%  (  -0.72%),33.10%,"70,922",7,4,5,65
ANET,USA,86.94,2025-05-06,44.84,4.04,15.66,9.228,0.000,"37,325",56.08%,39.45%  (  -0.22%),23.80%,"382,553",10,4,4,85
RITM,USA,11.68,2025-04-29,49.08,0.21,1.29,5.628,0.000,893,17.92%,21.73%  (  +0.61%),24.89%,"92,993",8,5,5,85
MTCH,USA,31.27,2025-05-06,46.57,1.05,2.25,8.552,0.000,"3,792",33.21%,29.31%  (  -2.13%),4.55%,"157,524",7,4,4,68
ERJ,USA,48.89,2025-05-06,49.12,2.01,1.39,8.588,0.000,"1,222",51.12%,43.57%  (  -0.55%),50.63%,"47,441",7,4,4,85
TAP,USA,58.76,2025-04-29,48.12,1.47,1.02,6.272,0.000,769,35.95%,24.49%  (  -0.53%),34.61%,"18,912",8,4,4,70
SBUX,USA,95.88,2025-04-29,31.94,2.65,3.02,6.520,0.000,"32,724",29.10%,24.02%  (  -1.54%),21.89%,"524,567",10,4,4,70
CZR,USA,27.54,2025-04-29,36.47,1.42,0.52,6.864,0.000,"12,448",52.39%,45.29%  (  -8.84%),30.69%,"209,382",7,5,5,60
AME,USA,179.70,2025-05-01,48.47,3.62,5.97,4.776,0.000,245,19.47%,20.79%  (  +1.20%),38.72%,"6,106",7,4,4,85
SYY,USA,70.39,2025-04-29,37.85,1.56,0.43,5.368,0.000,"1,673",22.54%,19.98%  (  +0.61%),37.33%,"44,918",7,5,5,80
AKAM,USA,81.85,2025-05-08,43.50,2.62,3.08,10.445,0.000,"4,912",77.00%,26.18%  (  -1.12%),14.58%,"128,605",4,4,4,80
DD,USA,76.45,2025-05-07,44.69,1.69,2.58,5.627,0.000,"1,224",23.98%,22.07%  (  +0.06%),33.79%,"102,253",8,4,4,80
STAG,USA,34.77,2025-04-29,44.35,0.72,8.63,5.863,0.000,339,19.95%,21.35%  (  -1.13%),22.52%,"2,518",7,4,5,75
KKR,USA,122.18,2025-05-07,47.27,5.34,4.64,4.349,0.000,"7,187",49.44%,37.08%  (  +1.09%),39.30%,"135,355",6,5,5,85
AMCR,Jersey,9.44,2025-04-29,36.27,0.21,1.01,6.080,0.000,251,21.24%,26.22%  (  -22.62%),38.20%,"85,157",10,5,5,70
CNR,USA,76.25,2025-05-06,49.68,3.86,1.84,1.636,0.000,906,55.75%,41.87%  (  -2.59%),16.12%,"24,703",4,4,4,70
SEE,USA,29.34,2025-05-01,34.62,0.92,0.79,8.491,0.000,413,34.36%,33.17%  (  +0.25%),26.11%,"15,609",5,4,5,75
CCCS,USA,9.19,2025-04-29,33.64,0.25,6.40,12.542,0.000,7,22.90%,45.11%  (  +3.22%),26.96%,"1,636",5,4,4,75
PEG,USA,81.42,2025-04-29,46.28,1.90,3.96,4.810,0.000,783,20.71%,21.91%  (  +0.35%),45.61%,"32,694",7,4,4,65
NCLH,Bermuda,20.47,2025-05-07,42.08,1.09,0.95,8.334,0.000,"15,755",51.46%,46.17%  (  -0.55%),39.11%,"471,941",10,4,4,80
NVO,USA,73.60,2025-05-01,34.25,2.87,5.88,6.524,0.000,"55,347",48.35%,41.66%  (  +0.48%),51.50%,"404,898",5,4,4,
CRC,USA,43.99,2025-05-06,47.43,1.46,1.35,7.554,0.000,269,45.78%,36.99%  (  -0.47%),42.35%,"13,965",4,5,5,85
DAR,USA,29.67,2025-04-24,33.12,1.36,0.82,10.527,13.448,173,43.70%,42.85%  (  +0.75%),50.93%,"24,006",9,5,5,78
FOLD,USA,8.62,2025-05-08,38.08,0.28,5.01,9.191,0.000,425,32.81%,48.47%  (  -30.34%),38.67%,"17,660",4,4,5,85
WRBY,USA,20.16,2025-05-08,41.08,1.29,3.16,16.790,0.000,169,62.01%,55.01%  (  +5.06%),30.01%,"13,190",7,4,4,85
LFST,USA,6.77,2025-05-08,32.15,0.27,2.08,12.385,0.000,112,30.67%,40.13%  (  +3.19%),9.54%,"27,656",4,5,5,78
COIN,USA,204.23,2025-05-01,46.26,14.84,7.17,9.268,0.000,"218,639",88.74%,60.45%  (  -1.36%),1.56%,"1,019,169",8,4,4,80
JOBY,Cayman Islands,6.66,2025-05-06,48.39,0.41,37477.72,10.402,0.000,"4,983",60.08%,67.87%  (  +0.38%),30.84%,"239,964",8,4,4,60
G,Bermuda,50.58,2025-05-08,49.44,1.13,1.86,8.604,0.000,21,19.85%,26.04%  (  -1.88%),30.09%,"3,796",7,4,4,85
RIOT,USA,8.51,2025-05-07,46.53,0.72,7.91,11.880,0.000,"69,871",85.30%,74.73%  (  +0.05%),0.10%,"1,193,355",6,5,5,80
DIS,USA,101.61,2025-05-06,43.37,2.43,1.99,7.050,0.000,"38,927",27.42%,23.31%  (  +0.65%),20.00%,"738,010",7,5,5,86
TPR,USA,74.72,2025-05-08,47.37,2.93,2.28,6.561,0.000,"2,473",38.80%,37.62%  (  -1.73%),46.39%,"183,981",10,5,4,82
GMAB,USA,19.06,2025-05-01,34.15,0.67,3.88,12.062,0.000,57,49.64%,44.42%  (  +10.66%),30.74%,"16,578",8,4,4,85
09:44:58 AM,,,,,,,,,,,,,,,,,
