SMBL,Country,$$,Er Date,RSI,ATR,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #
IR,USA,80.61,2025-05-01,41.12,2.24,4.49,5.939,9.180,"1,128",24.98%,31.90%  (  -0.19%),68.11%,"9,954",5,4,5,70
IQV,USA,171.24,2025-05-01,29.20,5.24,1.96,7.369,10.453,368,25.73%,35.14%  (  -1.84%),74.69%,"6,235",7,5,5,75
ATI,USA,52.60,2025-04-29,44.84,2.15,1.71,9.845,12.548,32,39.77%,43.64%  (  -0.57%),53.18%,"9,580",9,5,5,85
HLT,USA,227.28,2025-04-23,37.50,6.69,4.87,5.352,9.108,"3,105",29.20%,33.30%  (  +1.07%),64.95%,"81,233",4,4,4,90
RELY,USA,20.94,2025-05-07,44.30,0.81,3.32,17.438,0.000,264,39.31%,60.72%  (  +0.04%),45.99%,"30,191",9,5,5,85
MIR,USA,14.35,2025-04-29,40.89,0.61,3.87,12.752,14.983,65,41.64%,53.04%  (  -0.07%),30.48%,"15,191",9,5,5,70
CWAN,USA,26.20,2025-05-07,39.18,1.00,14.56,10.501,0.000,153,45.88%,41.94%  (  -4.18%),56.45%,"13,229",10,5,5,85
ALKT,USA,26.53,2025-05-07,40.96,1.05,8.12,10.996,0.000,52,53.37%,48.61%  (  +0.64%),41.03%,"1,075",8,5,4,85
MCW,USA,7.92,2025-05-07,47.46,0.29,2.58,13.180,0.000,144,37.61%,60.10%  (  -5.58%),29.18%,"22,533",4,4,4,78
BRKR,USA,40.38,2025-05-01,23.97,1.77,1.82,9.189,14.736,51,34.86%,52.97%  (  +0.64%),81.37%,"5,595",8,5,4,75
BGC,USA,9.22,2025-04-29,48.17,0.34,1.97,12.242,11.388,28,47.33%,38.58%  (  -1.36%),36.71%,"12,981",7,4,4,82
EMR,USA,110.00,2025-05-14,38.69,3.00,3.53,5.581,0.000,"2,214",28.98%,28.76%  (  -0.17%),51.34%,"68,259",8,4,4,88
ET,USA,18.73,2025-05-14,48.30,0.48,0.78,3.393,0.000,"15,542",26.51%,22.50%  (  -1.50%),47.69%,"1,158,218",8,5,5,88
AUR,USA,6.73,2025-05-14,45.52,0.64,-,20.103,0.000,"2,808",84.54%,97.50%  (  -2.42%),38.54%,"160,768",7,4,4,70
PCOR,USA,67.63,2025-05-07,41.43,2.85,8.80,12.021,0.000,693,42.80%,55.70%  (  +3.78%),75.13%,"19,377",8,5,5,75
LLY,USA,805.23,2025-05-01,39.41,24.84,16.95,6.043,11.187,"25,967",30.95%,46.51%  (  +3.50%),73.74%,"253,461",8,5,5,80
APTV,Jersey,59.15,2025-05-01,35.26,1.85,0.69,9.100,11.243,812,30.11%,40.35%  (  -1.92%),56.56%,"56,136",10,4,4,80
BDX,USA,226.04,2025-05-01,44.38,4.12,3.14,5.168,6.879,"3,519",15.25%,23.80%  (  -0.68%),62.97%,"46,472",9,5,5,85
KIM,USA,21.14,2025-05-01,47.76,0.50,6.98,6.164,9.107,6,22.32%,26.51%  (  -0.73%),35.15%,"7,610",8,4,4,70
GPK,USA,26.22,2025-05-01,49.49,0.64,0.89,8.524,10.202,1,25.24%,32.70%  (  -4.23%),39.62%,"3,573",7,4,4,78
EXAS,USA,43.45,2025-05-14,37.98,1.88,2.93,12.912,0.000,354,41.81%,53.56%  (  +1.03%),32.31%,"41,457",6,5,5,70
CUZ,USA,29.40,2025-05-01,47.29,0.73,5.76,8.159,10.690,8,23.61%,44.21%  (  +16.07%),46.60%,393,8,4,4,80
APLE,USA,12.92,2025-05-01,30.97,0.34,2.16,5.667,8.515,341,25.93%,31.02%  (  -1.40%),32.57%,"12,376",9,4,4,78
SHAK,USA,91.00,2025-05-01,43.27,4.67,3.09,10.393,13.618,"2,176",71.00%,58.93%  (  +2.94%),83.79%,"30,198",6,4,4,78
FROG,Israel,32.40,2025-05-08,38.71,1.27,8.54,15.101,0.000,132,34.35%,51.69%  (  +0.13%),36.22%,"17,292",8,5,5,80
INSM,USA,72.00,2025-05-08,36.27,3.01,35.83,10.173,0.000,"9,311",37.50%,49.02%  (  +3.70%),4.48%,"32,271",9,5,5,70
SW,Ireland,45.62,2025-05-01,44.28,1.57,1.12,6.846,11.399,246,40.79%,39.47%  (  +0.64%),36.57%,"3,630",6,5,5,80
APO,USA,138.37,2025-05-01,43.70,5.84,3.00,5.452,9.797,"5,271",42.57%,42.66%  (  -0.42%),66.19%,"346,775",7,5,5,90
NET,USA,115.66,2025-05-01,39.44,6.78,23.90,12.765,15.339,"8,059",51.91%,66.31%  (  +0.50%),70.86%,"177,323",10,4,4,75
ILMN,USA,78.39,2025-05-01,23.91,3.58,2.84,8.118,12.277,"2,247",36.38%,52.39%  (  +0.43%),50.75%,"40,625",4,4,4,60
SWTX,USA,41.88,2025-05-01,33.35,2.62,16.38,15.403,27.018,"13,394",57.03%,123.63%  (  +2.46%),63.00%,"135,878",8,5,5,0
XRAY,USA,14.65,2025-05-01,27.95,0.53,0.77,12.794,11.093,237,38.83%,40.91%  (  +0.53%),40.41%,"16,678",6,4,4,48
DDOG,USA,101.06,2025-05-06,36.11,4.17,12.90,10.081,0.000,"17,720",41.18%,49.99%  (  +3.09%),51.70%,"340,207",5,5,5,75
BLDR,USA,125.61,2025-05-06,37.21,4.65,0.87,9.273,0.000,308,34.70%,47.87%  (  -0.04%),44.96%,"29,396",7,5,5,75
CYTK,USA,37.50,2025-05-14,30.18,2.45,240.41,11.231,0.000,678,55.54%,89.99%  (  +4.65%),88.41%,"71,129",5,5,5,70
CNH,Netherlands,12.46,2025-05-01,47.07,0.46,0.78,6.429,11.838,70,42.17%,42.66%  (  +0.44%),45.70%,"37,939",5,4,4,55
PENN,USA,16.14,2025-05-01,32.94,0.77,0.38,10.162,15.135,"12,378",51.06%,53.50%  (  -3.13%),29.97%,"426,747",8,4,4,55
HTGC,USA,19.10,2025-05-01,43.90,0.41,6.70,5.074,7.330,"7,482",27.47%,25.36%  (  -0.87%),54.48%,"25,015",7,4,4,80
MTZ,USA,118.70,2025-05-01,44.05,6.39,0.76,12.462,15.206,"2,878",54.59%,51.02%  (  -2.49%),56.55%,"13,716",4,5,5,92
EXPE,USA,167.70,2025-05-01,39.97,6.71,1.58,9.338,10.995,"2,132",39.95%,47.27%  (  +3.24%),62.26%,"81,803",6,4,4,82
BBIO,USA,33.02,2025-05-01,45.09,1.64,28.30,8.150,16.474,"6,095",51.25%,54.55%  (  +0.92%),12.83%,"95,668",8,5,5,0
SRE,USA,71.56,2025-05-06,46.97,1.85,3.60,4.673,0.000,579,64.69%,24.57%  (  +1.11%),56.45%,"72,383",7,4,4,75
VMC,USA,237.27,2025-05-01,46.78,6.86,4.23,5.835,8.956,30,32.14%,31.34%  (  +0.06%),63.56%,"3,738",4,5,5,80
LXP,USA,8.67,2025-05-01,43.17,0.19,7.15,12.458,16.325,25,18.89%,87.50%  (  +15.36%),65.06%,450,7,4,4,80
BILL,USA,45.76,2025-05-01,32.90,2.63,3.36,13.839,15.429,"1,246",51.55%,56.29%  (  -8.96%),33.46%,"94,964",7,4,4,78
DKNG,USA,33.19,2025-05-01,32.52,2.09,6.22,10.383,13.974,"74,673",56.86%,58.47%  (  +1.91%),69.15%,"699,261",9,5,5,75
DASH,USA,182.42,2025-05-07,43.38,8.29,7.15,9.596,0.000,"9,327",47.42%,45.42%  (  -6.83%),46.51%,"184,493",8,5,5,75
IRM,USA,86.89,2025-05-01,43.90,2.82,4.15,5.967,8.450,520,31.61%,35.93%  (  -5.24%),57.43%,"53,323",6,4,4,80
PWR,USA,257.90,2025-05-01,44.54,10.80,1.61,7.871,12.660,309,43.83%,46.09%  (  -0.19%),77.94%,"26,034",8,4,4,85
STWD,USA,19.85,2025-05-14,47.62,0.36,3.28,4.401,0.000,"1,765",17.04%,18.39%  (  +0.20%),18.17%,"101,018",6,5,5,75
NOG,USA,29.87,2025-04-29,42.66,1.03,1.37,5.579,11.299,442,44.69%,40.60%  (  +0.79%),70.71%,"35,661",7,4,4,70
XYZ,USA,55.41,2025-05-01,34.14,2.76,1.42,4.904,14.981,"40,941",72.88%,63.14%  (  +2.50%),85.41%,"599,070",4,5,5,78
BPMC,USA,85.94,2025-05-01,38.77,3.63,10.79,11.545,14.852,37,42.92%,51.07%  (  -2.70%),41.35%,"31,703",5,5,5,80
TXRH,USA,168.92,2025-05-01,42.98,5.22,2.09,7.436,6.186,685,31.03%,27.14%  (  -1.14%),40.66%,"19,462",5,4,4,85
CFLT,USA,23.56,2025-05-06,34.54,1.57,8.17,19.345,0.000,"29,245",65.48%,71.30%  (  +1.95%),62.37%,"210,322",6,4,4,78
OWL,USA,20.42,2025-05-01,46.56,0.87,13.72,7.579,13.028,"1,260",46.04%,46.35%  (  +0.07%),62.46%,"96,919",6,5,5,90
APG,USA,35.89,2025-05-01,41.55,1.16,1.43,9.630,9.822,41,39.01%,30.90%  (  -6.02%),39.58%,"2,902",6,5,5,75
FIVN,USA,27.08,2025-05-01,26.46,1.56,1.97,15.675,17.171,434,43.71%,58.21%  (  -0.18%),34.71%,"41,163",8,5,4,82
TEAM,USA,216.41,2025-04-24,36.44,11.22,11.82,11.706,11.583,"4,808",59.66%,68.15%  (  +1.42%),94.34%,"74,252",7,4,4,75
DOCN,USA,33.79,2025-05-09,35.53,1.83,3.99,15.654,0.000,"1,938",62.10%,61.20%  (  +1.61%),51.58%,"50,926",4,4,4,75
NFE,USA,7.58,2025-05-14,33.11,0.92,0.88,11.833,0.000,"11,886",99.87%,99.43%  (  +2.86%),68.30%,"254,792",5,4,4,70
FOUR,USA,83.68,2025-05-08,34.88,3.87,2.24,12.555,0.000,452,65.11%,52.45%  (  +0.28%),39.55%,"35,140",9,4,4,90
MT,USA,28.99,2025-05-01,43.18,0.99,0.36,4.087,9.572,"1,496",51.85%,41.04%  (  +0.11%),69.39%,"103,943",10,4,4,75
FWONK,USA,88.89,2025-05-14,47.06,2.70,6.13,6.153,0.000,107,33.80%,33.49%  (  -4.36%),52.07%,"4,313",5,5,4,72
FLR,USA,36.35,2025-05-02,40.82,1.44,0.37,9.717,0.000,"1,070",39.35%,51.19%  (  -0.17%),72.76%,"111,095",7,4,4,78
CNK,USA,24.54,2025-05-01,38.84,0.92,0.98,8.146,10.523,"4,435",50.53%,36.88%  (  -0.52%),20.92%,"93,268",9,5,4,75
XPO,USA,109.18,2025-05-02,41.42,4.76,1.59,11.486,0.000,"1,668",40.03%,52.05%  (  -3.04%),56.97%,"17,702",6,5,5,80
GT,USA,8.94,2025-05-05,46.27,0.43,0.14,11.221,0.000,"2,231",52.35%,54.67%  (  +1.41%),62.06%,"175,441",9,5,4,65
PK,USA,10.75,2025-05-05,33.31,0.39,0.83,7.502,0.000,"1,444",34.76%,40.08%  (  -6.95%),42.60%,"6,738",7,4,4,65
ANET,USA,78.49,2025-05-06,35.85,3.98,14.13,9.228,0.000,"39,955",54.65%,50.13%  (  +0.06%),47.98%,"414,298",10,4,4,85
FLS,USA,49.19,2025-05-05,39.45,1.81,1.42,6.314,0.000,87,40.54%,32.02%  (  -3.20%),56.52%,"9,788",6,5,5,85
VRNS,USA,40.90,2025-05-05,44.80,1.18,8.36,11.874,0.000,17,23.42%,44.41%  (  +3.27%),56.07%,"10,599",4,4,4,70
GPN,USA,98.44,2025-05-07,46.48,2.38,2.40,8.527,0.000,"7,951",26.86%,36.23%  (  +0.33%),44.31%,"78,997",9,4,4,75
AMKR,USA,18.11,2025-05-05,29.53,0.73,0.71,11.075,0.000,903,37.41%,53.39%  (  +0.10%),67.08%,"95,763",7,4,5,65
ZTS,USA,161.91,2025-05-06,44.87,3.75,7.83,7.280,0.000,382,24.69%,29.26%  (  -0.61%),35.81%,"38,907",9,5,4,90
MTCH,USA,31.41,2025-05-06,48.25,1.05,2.26,8.552,0.000,"4,023",34.85%,36.61%  (  +3.12%),28.74%,"182,505",7,4,4,68
ERJ,USA,46.34,2025-05-06,41.94,1.86,1.32,8.588,0.000,"1,089",52.30%,47.05%  (  +0.34%),63.30%,"43,792",8,4,4,85
LDOS,USA,134.96,2025-04-29,48.19,3.86,1.04,6.819,10.522,835,24.29%,35.59%  (  -1.21%),69.10%,"21,669",4,4,4,80
LSCC,USA,52.92,2025-05-05,34.19,3.04,14.30,12.931,0.000,"1,225",48.17%,55.32%  (  +0.36%),52.62%,"14,361",8,5,5,65
CCCS,USA,9.06,2025-04-29,34.55,0.27,6.31,12.542,12.700,30,23.17%,51.88%  (  -10.90%),31.67%,"1,668",5,4,4,75
VIAV,USA,11.21,2025-05-01,47.74,0.34,2.47,10.266,12.266,152,25.82%,40.73%  (  -2.71%),25.70%,"11,158",7,4,4,75
SEE,USA,29.05,2025-05-01,34.76,0.84,0.79,8.491,10.327,215,34.74%,32.91%  (  -2.82%),25.48%,"15,486",6,4,5,75
KKR,USA,117.84,2025-05-07,43.94,5.06,4.48,4.349,0.000,"11,735",50.25%,42.73%  (  -0.49%),56.91%,"139,047",4,5,5,85
FRSH,USA,14.33,2025-05-07,36.52,0.66,6.00,14.502,0.000,552,42.35%,56.89%  (  +2.87%),48.11%,"31,298",9,4,4,80
AKAM,USA,80.60,2025-05-08,41.52,2.41,3.04,10.445,0.000,"1,493",77.15%,36.16%  (  +1.50%),36.53%,"135,226",7,4,4,80
AMD,USA,102.78,2025-04-29,44.58,4.24,6.46,8.559,10.840,"236,503",43.52%,46.07%  (  -0.19%),38.75%,"3,564,947",7,4,4,85
AME,USA,171.89,2025-05-01,37.98,3.81,5.71,4.776,7.505,19,21.67%,25.24%  (  -0.06%),62.17%,"6,348",8,4,4,88
AMCR,Jersey,9.81,2025-04-29,49.85,0.21,1.05,6.080,7.645,167,22.03%,27.46%  (  -3.98%),40.26%,"85,929",10,5,5,70
RITM,USA,11.43,2025-04-29,41.94,0.23,1.26,5.628,7.437,611,18.62%,21.98%  (  -0.65%),25.85%,"90,977",7,5,5,85
ETN,Ireland,276.70,2025-04-29,40.28,10.62,4.36,6.359,9.740,"3,789",39.43%,41.11%  (  +1.04%),78.98%,"107,679",5,4,4,85
TMDX,USA,68.27,2025-04-29,47.69,3.86,5.20,21.640,25.777,859,59.54%,85.62%  (  -0.02%),50.48%,"38,553",4,4,4,82
DD,USA,74.88,2025-05-07,40.99,1.70,2.53,5.627,0.000,"2,193",22.88%,26.81%  (  +2.23%),49.24%,"106,993",8,4,4,80
NCLH,Bermuda,19.06,2025-05-07,35.02,0.99,0.88,8.334,0.000,"11,790",50.36%,58.51%  (  +2.49%),77.55%,"472,793",10,4,4,80
SBUX,USA,98.23,2025-04-29,40.70,2.62,3.09,6.520,9.462,"20,849",29.66%,39.09%  (  +0.97%),78.71%,"566,066",9,4,4,70
BWA,USA,28.54,2025-05-07,44.66,0.95,0.45,8.039,0.000,268,32.71%,37.97%  (  +0.61%),86.87%,"27,105",7,4,5,75
NVO,USA,68.03,2025-05-01,27.53,2.62,5.44,6.524,12.128,"32,225",44.60%,51.67%  (  +2.99%),79.69%,"462,879",7,4,4,88
TEVA,USA,15.29,2025-05-07,37.86,0.58,1.06,8.163,0.000,"9,352",40.47%,37.65%  (  -0.86%),26.90%,"766,193",6,5,4,65
APP,USA,282.70,2025-05-14,44.38,31.45,20.41,14.752,0.000,"67,913",126.36%,84.34%  (  -5.26%),74.86%,"367,727",7,4,5,80
RIOT,USA,7.54,2025-05-07,40.77,0.67,7.01,11.880,0.000,"84,025",83.87%,86.84%  (  +3.20%),23.25%,"1,206,754",6,5,5,80
BXSL,USA,32.74,2025-05-14,47.69,0.64,5.62,5.157,0.000,217,22.79%,19.29%  (  +1.65%),19.30%,"8,437",9,4,5,80
AFRM,USA,45.51,2025-05-14,37.55,3.92,5.20,14.975,0.000,"13,650",79.06%,75.49%  (  -1.41%),32.67%,"346,738",10,4,4,58
TTD,USA,57.10,2025-05-14,35.96,3.44,11.59,14.376,0.000,"41,227",59.31%,52.51%  (  -0.98%),49.99%,"556,566",8,5,4,72
DIS,USA,97.68,2025-05-06,35.48,2.38,1.92,7.050,0.000,"22,361",28.00%,25.77%  (  -0.56%),28.27%,"754,182",6,5,5,86
HL,USA,5.48,2025-05-14,44.94,0.28,3.72,6.211,0.000,"10,475",47.71%,43.49%  (  -4.73%),1.70%,"203,027",8,5,5,70
OBDC,USA,14.80,2025-05-14,46.20,0.30,5.01,4.940,0.000,646,22.04%,20.18%  (  -0.26%),16.15%,"12,248",10,4,5,80
MARA,USA,11.84,2025-05-08,39.28,1.15,6.24,10.597,0.000,"233,498",105.21%,86.89%  (  -2.53%),15.45%,"1,629,482",6,4,4,75
NTRA,USA,140.65,2025-05-08,38.43,7.38,11.21,14.325,0.000,"1,051",47.82%,60.70%  (  +0.97%),33.89%,"23,898",10,5,5,78
G,Bermuda,50.56,2025-05-08,49.81,1.17,1.86,8.604,0.000,600,19.97%,33.09%  (  +0.21%),45.03%,"3,843",7,4,4,85
LTH,USA,30.21,2025-05-07,48.13,1.23,2.42,12.592,0.000,48,44.79%,51.18%  (  +1.10%),66.65%,"15,846",10,4,4,80
ARM,USA,106.98,2025-05-14,33.73,6.69,30.52,11.669,0.000,"28,544",58.70%,62.11%  (  +5.50%),40.59%,"694,399",6,4,5,75
WRBY,USA,18.44,2025-05-08,34.45,1.13,2.89,16.790,0.000,"2,662",61.83%,62.32%  (  +8.37%),43.32%,"13,475",7,4,4,85
HOOD,USA,42.16,2025-05-14,45.23,3.70,12.57,12.871,0.000,"241,004",102.09%,74.12%  (  -0.50%),56.01%,"1,928,324",8,4,4,80
COMP,USA,8.72,2025-05-14,47.64,0.48,0.82,17.691,0.000,"1,234",86.16%,71.76%  (  +0.86%),27.35%,"44,230",8,4,5,75
CART,USA,40.22,2025-05-14,45.90,1.68,3.15,11.946,0.000,582,60.67%,47.28%  (  +5.07%),30.28%,"70,914",9,4,4,70
VERX,USA,36.08,2025-05-14,44.03,1.67,8.56,11.644,0.000,60,74.01%,52.86%  (  +0.86%),59.44%,"3,152",6,4,4,78
FOLD,USA,7.95,2025-05-08,27.83,0.29,4.62,9.191,0.000,1,33.71%,45.78%  (  -5.23%),36.21%,"18,083",4,4,5,85
GH,USA,42.47,2025-05-08,46.58,2.73,7.09,12.709,0.000,"4,547",81.62%,76.73%  (  +3.60%),64.12%,"49,894",8,5,5,75
NXT,USA,43.05,2025-05-13,45.56,2.02,2.26,15.801,0.000,256,41.19%,62.82%  (  -0.10%),43.12%,"47,801",9,5,5,85
CPNG,USA,22.18,2025-05-06,40.87,0.79,1.32,8.796,0.000,"3,802",36.24%,34.93%  (  -2.67%),18.16%,"245,782",4,5,5,72
COIN,USA,174.52,2025-05-01,36.09,13.59,6.13,9.268,16.977,"143,986",84.37%,71.93%  (  +0.18%),30.98%,"1,023,051",7,4,4,80
KVYO,USA,31.00,2025-05-14,34.96,1.83,9.03,15.350,0.000,121,63.05%,59.43%  (  -2.71%),44.76%,"52,990",4,5,5,85
ACVA,USA,14.47,2025-05-14,41.17,0.92,3.83,12.547,0.000,346,66.58%,64.66%  (  -2.25%),69.81%,"20,255",6,5,5,78
KGS,USA,37.63,2025-05-14,44.17,1.61,2.85,8.547,0.000,22,62.01%,48.60%  (  +6.51%),45.81%,"4,475",10,5,5,80
WGS,USA,84.59,2025-05-05,42.10,7.77,7.77,24.432,0.000,"3,359",79.13%,127.73%  (  +5.95%),53.05%,"11,733",7,4,4,70
TPG,USA,47.72,2025-05-14,37.13,2.07,5.04,7.138,0.000,22,46.30%,43.00%  (  -1.08%),69.49%,"12,749",4,4,4,78
PAYO,USA,7.47,2025-05-14,39.61,0.34,2.75,15.017,0.000,23,63.23%,74.04%  (  -2.34%),28.42%,"23,143",6,5,4,77
JOBY,Cayman Islands,5.93,2025-05-06,37.59,0.38,33369.69,10.402,0.000,"3,674",59.11%,68.15%  (  +0.01%),31.26%,"239,279",7,4,4,60
LFST,USA,6.63,2025-05-08,32.91,0.26,2.04,12.385,0.000,"4,013",31.57%,45.23%  (  -0.76%),11.87%,"29,062",4,5,5,78
TPR,USA,72.89,2025-05-08,45.65,2.91,2.23,6.561,0.000,"3,343",37.52%,41.54%  (  -1.31%),57.56%,"213,874",10,5,4,85
GEN,USA,26.74,2025-05-08,43.50,0.67,4.23,8.630,0.000,227,23.60%,27.90%  (  -3.79%),32.26%,"13,834",7,4,4,85
CARG,USA,29.24,2025-05-08,36.82,1.35,3.41,10.894,0.000,35,65.11%,51.45%  (  -6.82%),66.11%,"2,375",6,5,5,72
CRNX,USA,30.62,2025-05-08,31.91,1.88,-,9.005,0.000,48,55.11%,63.21%  (  -2.87%),69.88%,"2,537",7,5,5,60
SOUN,USA,8.20,2025-05-08,36.79,0.91,38.63,20.103,0.000,"40,011",101.21%,96.50%  (  +1.40%),29.47%,"758,310",4,4,4,70
SMMT,USA,18.80,2025-05-07,44.51,1.40,-,15.634,0.000,"14,028",83.44%,78.56%  (  -4.00%),2.12%,"84,881",8,5,5,65
USFD,USA,65.98,2025-05-08,48.30,1.68,0.40,5.909,0.000,128,27.14%,31.01%  (  +1.47%),57.15%,"10,321",7,5,5,90
08:06:18 PM,,,,,,,,,,,,,,,,,
